"doc_id","sentence_blurb"
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Based on the relevant state law, the district court plausibly concluded that the GLO had authority to pursue this litigation. The majority also finds various factual dissimilarities between the GLO's and Texas's interests in the issue in controversy."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","The majority also finds various factual dissimilarities between the GLO's and Texas's interests in the issue in controversy. They distinguish Texas's asserted fiscal interests from its property interests."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","They distinguish Texas's asserted fiscal interests from its property interests. They also claim that Texas broadly asks the court to compel the DHS to build a barrier system while the GLO's request for relief focuses on a two-mile segment of the Rio Grande Valley-09 Project."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","They also claim that Texas broadly asks the court to compel the DHS to build a barrier system while the GLO's request for relief focuses on a two-mile segment of the Rio Grande Valley-09 Project. The GLO's requested relief is not so limited."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","The GLO's requested relief is not so limited. Like Texas, the GLO seeks declaratory and injunctive relief preventing the DHS ""from reallocating or otherwise diverting funds appropriated and/or obligated for border wall construction projects in Texas."" It also seeks an injunction against the rescission of border wall contracts, the pause on construction, and the reallocation of funds for all border wall construction projects in Texas, including the two-mile segment in the Rio Grande Valley-09 Project."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Like Texas, the GLO seeks declaratory and injunctive relief preventing the DHS ""from reallocating or otherwise diverting funds appropriated and/or obligated for border wall construction projects in Texas."" It also seeks an injunction against the rescission of border wall contracts, the pause on construction, and the reallocation of funds for all border wall construction projects in Texas, including the two-mile segment in the Rio Grande Valley-09 Project. While Texas may have [**22] other interests in pursuing this litigation, the GLO does seek to vindicate [*277] Texas's property interests by requesting essentially the same relief that Texas seeks in its complaint."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","While Texas may have [**22] other interests in pursuing this litigation, the GLO does seek to vindicate [*277] Texas's property interests by requesting essentially the same relief that Texas seeks in its complaint. Accordingly, I would find no clear error in the district court's determination that Texas's GLO has authority to represent Texas's interests in a final adjudication of this issue.1 B."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Accordingly, I would find no clear error in the district court's determination that Texas's GLO has authority to represent Texas's interests in a final adjudication of this issue.1 B. Standing ""[T]he presence of one party with standing is sufficient to satisfy Article III's case-or-controversy requirement."" Rumsfeld v."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Standing ""[T]he presence of one party with standing is sufficient to satisfy Article III's case-or-controversy requirement."" Rumsfeld v. F. for Acad. & Institutional Rts., Inc., 547 U.S. 47, 53 n.2, 126 S."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","F. for Acad. & Institutional Rts., Inc., 547 U.S. 47, 53 n.2, 126 S. Ct. 1297, 164 L."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Ed. 2d 156 (2006) (citation omitted). The majority concluded that Texas should not have been dismissed, so it went on to address Texas's standing."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","The majority concluded that Texas should not have been dismissed, so it went on to address Texas's standing. After it found that Texas had standing to pursue its claims, there was no need for it to address Missouri's standing."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","After it found that Texas had standing to pursue its claims, there was no need for it to address Missouri's standing. Since I would find that the district court properly dismissed Texas, I review the district court's analysis of Missouri's standing."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Since I would find that the district court properly dismissed Texas, I review the district court's analysis of Missouri's standing. Here, the Federal Defendants brought a facial challenge, not a factual challenge, to Missouri's standing because they did not support their motion with any additional evidentiary materials."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Here, the Federal Defendants brought a facial challenge, not a factual challenge, to Missouri's standing because they did not support their motion with any additional evidentiary materials. Paterson v."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Paterson v. Weinberger, 644 F.2d 521, 523 (5th Cir. 1981) (An attack is ""factual"" rather than ""facial"" if the defendant ""submits affidavits, testimony, or other evidentiary [**23] materials."")."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Weinberger, 644 F.2d 521, 523 (5th Cir. 1981) (An attack is ""factual"" rather than ""facial"" if the defendant ""submits affidavits, testimony, or other evidentiary [**23] materials.""). ""Where, as here, the movant mounts a 'facial attack' on jurisdiction based only on the allegations in the complaint, the court simply considers ??the sufficiency of the allegations in the complaint because they are presumed to be true.'"" Lee v."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","""Where, as here, the movant mounts a 'facial attack' on jurisdiction based only on the allegations in the complaint, the court simply considers ??the sufficiency of the allegations in the complaint because they are presumed to be true.'"" Lee v. Verizon Communs., Inc., 837 F.3d 523, 533 (5th Cir. 2016) (citation omitted)."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Verizon Communs., Inc., 837 F.3d 523, 533 (5th Cir. 2016) (citation omitted). The district court treated the Federal Defendants' motion to dismiss as a factual challenge and evaluated whether there was evidence to support Missouri's standing."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","The district court treated the Federal Defendants' motion to dismiss as a factual challenge and evaluated whether there was evidence to support Missouri's standing. See Texas Gen."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","See Texas Gen. Land Off. v."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Land Off. v. Biden, 619 F."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Biden, 619 F. Supp. 3d 673, 716 (S.D. Tex. 2022) (""The Court need not uncritically accept this inferential chain, and may evaluate Missouri's evidence of its alleged harms."")."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Supp. 3d 673, 716 (S.D. Tex. 2022) (""The Court need not uncritically accept this inferential chain, and may evaluate Missouri's evidence of its alleged harms.""). For instance, the district court faulted Missouri for not providing any evidence to supports its allegation that ""6 out of every 1,000 illegal aliens entering the United States enters and remains in Missouri."" Id. at 717 (""Missouri provides no reference or citation whatsoever for this conclusory claim."")."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","For instance, the district court faulted Missouri for not providing any evidence to supports its allegation that ""6 out of every 1,000 illegal aliens entering the United States enters and remains in Missouri."" Id. at 717 (""Missouri provides no reference or citation whatsoever for this conclusory claim.""). It also relied on cases where defendants raised factual challenges to the plaintiff's standing."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","It also relied on cases where defendants raised factual challenges to the plaintiff's standing. See, e.g., Arizona v."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","See, e.g., Arizona v. Mayorkas, 600 F."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Supp. 3d 994, 1004 (D. Ariz. 2022) (""Defendants are mounting a factual attack on the Court's subject-matter jurisdiction. . ."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Ariz. 2022) (""Defendants are mounting a factual attack on the Court's subject-matter jurisdiction. . . No presumptive truthfulness attaches to plaintiff's allegations."")."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","No presumptive truthfulness attaches to plaintiff's allegations.""). If the Federal Defendants had brought a factual challenge to Missouri's [**24] standing, these inquiries would have been appropriate because Missouri would have to sustain its burden of proof by submitting evidence."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","If the Federal Defendants had brought a factual challenge to Missouri's [**24] standing, these inquiries would have been appropriate because Missouri would have to sustain its burden of proof by submitting evidence. Irwin v."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Irwin v. Veterans Admin., 874 F.2d 1092, 1096 (5th Cir. 1989), aff'd sub nom."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Veterans Admin., 874 F.2d 1092, 1096 (5th Cir. 1989), aff'd sub nom. Irwin v."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Irwin v. Dep't of Veterans Affs., 498 U.S. 89, 111 S."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Dep't of Veterans Affs., 498 U.S. 89, 111 S. Ct. 453, 112 L."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Ed. 2d 435 (1990). However, [*278] confining the analysis to the complaint, Missouri has sufficiently alleged standing."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","However, [*278] confining the analysis to the complaint, Missouri has sufficiently alleged standing. As to causation, Missouri alleges that border security measures such as border barriers decrease the rate of illegal immigration into this country."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","As to causation, Missouri alleges that border security measures such as border barriers decrease the rate of illegal immigration into this country. It also alleges that dismantling such measures has increased the number of people attempting to illegally enter the country in the past."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","It also alleges that dismantling such measures has increased the number of people attempting to illegally enter the country in the past. More specifically, it alleges that the Federal Defendants' termination of border wall contracts and construction allows more people to enter and remain in Missouri illegally."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","More specifically, it alleges that the Federal Defendants' termination of border wall contracts and construction allows more people to enter and remain in Missouri illegally. For its injury, it alleges that this increase in immigrants illegally present in Missouri will cause it to incur additional costs in issuing driver's licenses, providing education, and administering healthcare."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","For its injury, it alleges that this increase in immigrants illegally present in Missouri will cause it to incur additional costs in issuing driver's licenses, providing education, and administering healthcare. Taking these allegations as true, Missouri's alleged injuries would at least be redressed in part by its requested declaratory and injunctive relief requiring DHS to spend 2020 and 2021 funds on border wall construction."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Taking these allegations as true, Missouri's alleged injuries would at least be redressed in part by its requested declaratory and injunctive relief requiring DHS to spend 2020 and 2021 funds on border wall construction. The Federal Defendants challenge the truth of these assertions [**25] on appeal, but we must presume their truth in a facial challenge to subject-matter jurisdiction."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","The Federal Defendants challenge the truth of these assertions [**25] on appeal, but we must presume their truth in a facial challenge to subject-matter jurisdiction. Missouri has sufficiently alleged standing at this stage, so the district court erred by concluding otherwise."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Missouri has sufficiently alleged standing at this stage, so the district court erred by concluding otherwise. C."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","C. Conclusion For these reasons, I would affirm the district court's dismissal of Texas but reverse the district court's dismissal of Missouri."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Conclusion For these reasons, I would affirm the district court's dismissal of Texas but reverse the district court's dismissal of Missouri. I respectfully concur in the judgment in part and dissent in part."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","I respectfully concur in the judgment in part and dissent in part. End of Document"
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Texas v. U.S. Dep't of Homeland Sec."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Supp. 3d 539 *; 2023 U.S. Dist. LEXIS 197502 ** THE STATE OF TEXAS, Plaintiff, v."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","LEXIS 197502 ** THE STATE OF TEXAS, Plaintiff, v. U.S. DEPARTMENT OF HOMELAND SECURITY, ALEJANDRO MAYORKAS, in his official capacity as Secretary of the U.S. Department of Homeland Security, U.S. CUSTOMS & BORDER PROTECTION, U.S. BORDER PATROL, TROY A."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","U.S. DEPARTMENT OF HOMELAND SECURITY, ALEJANDRO MAYORKAS, in his official capacity as Secretary of the U.S. Department of Homeland Security, U.S. CUSTOMS & BORDER PROTECTION, U.S. BORDER PATROL, TROY A. MILLER, in his official capacity as Acting Commissioner for U.S. Customers & Border Protection, JASON OWENS, in his official capacity as Chief of the U.S. Border Patrol, and JUAN BERNAL, in his official capacity as Acting Chief Patrol Agent, Del Rio Sector U.S. Border Patrol, Defendants."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","MILLER, in his official capacity as Acting Commissioner for U.S. Customers & Border Protection, JASON OWENS, in his official capacity as Chief of the U.S. Border Patrol, and JUAN BERNAL, in his official capacity as Acting Chief Patrol Agent, Del Rio Sector U.S. Border Patrol, Defendants. Subsequent History: Injunction denied by Texas v."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Subsequent History: Injunction denied by Texas v. United States Dep't of Homeland Sec., 2023 U.S. Dist."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","United States Dep't of Homeland Sec., 2023 U.S. Dist. LEXIS 212676 (W.D. Tex., Nov. 29, 2023) Injunction granted at State v."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","LEXIS 212676 (W.D. Tex., Nov. 29, 2023) Injunction granted at State v. United States Dep't of Homeland Sec., 88 F.4th 1127, 2023 U.S. App."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","United States Dep't of Homeland Sec., 88 F.4th 1127, 2023 U.S. App. LEXIS 34114 (5th Cir."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","For US Department of Homeland Security, Defendant: Christopher A. Eiswerth, LEAD ATTORNEY, Civ, Washington, DC USA; Lacy L."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Eiswerth, LEAD ATTORNEY, Civ, Washington, DC USA; Lacy L. McAndrew, LEAD ATTORNEY, USAO, San Antonio, TX USA; Mary F."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","McAndrew, LEAD ATTORNEY, USAO, San Antonio, TX USA; Mary F. Kruger, LEAD ATTORNEY, United States Attorneys Office, San Antonio, TX USA; Jean Lin, Civ, Washington, DC USA."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Kruger, LEAD ATTORNEY, United States Attorneys Office, San Antonio, TX USA; Jean Lin, Civ, Washington, DC USA. For in his official capa Alejandro Mayorkas, in his official capacity as Secretary of the U.S. Department of Homeland Security, US Customs and Border Protection, [**2] US Border Patrol, Troy A."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","For in his official capa Alejandro Mayorkas, in his official capacity as Secretary of the U.S. Department of Homeland Security, US Customs and Border Protection, [**2] US Border Patrol, Troy A. Miller, in his official capacity as Acting Commissioner for U.S. Customs and Border Protection, Jason Owens, in his official capacity as Chief of the U.S. Border Patrol, Juan Bernal, in his official capacity as Acting Chief Patrol Agent, Del Rio Sector U.S. Border Patrol, Defendants: Christopher A."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Miller, in his official capacity as Acting Commissioner for U.S. Customs and Border Protection, Jason Owens, in his official capacity as Chief of the U.S. Border Patrol, Juan Bernal, in his official capacity as Acting Chief Patrol Agent, Del Rio Sector U.S. Border Patrol, Defendants: Christopher A. Eiswerth, LEAD ATTORNEY, Civ, Washington, DC USA; Jean Lin, Civ, Washington, DC USA."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Eiswerth, LEAD ATTORNEY, Civ, Washington, DC USA; Jean Lin, Civ, Washington, DC USA. Judges: ALIA MOSES, Chief United States District Judge."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Judges: ALIA MOSES, Chief United States District Judge. Opinion by: ALIA MOSES Opinion [*542] ORDER Pending before the Court is the State of Texas's (""the Plaintiff"") Emergency Motion [*543] for a Temporary Restraining Order or Stay of Agency Action (""the Motion"") against the United States Department of Homeland Security (""DHS""); Alejandro Mayorkas, in his official capacity as Secretary of DHS (""Mayorkas""); United States Customs and Border Protection (""CBP""); United States Border Patrol (""BP""); Troy A."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Opinion by: ALIA MOSES Opinion [*542] ORDER Pending before the Court is the State of Texas's (""the Plaintiff"") Emergency Motion [*543] for a Temporary Restraining Order or Stay of Agency Action (""the Motion"") against the United States Department of Homeland Security (""DHS""); Alejandro Mayorkas, in his official capacity as Secretary of DHS (""Mayorkas""); United States Customs and Border Protection (""CBP""); United States Border Patrol (""BP""); Troy A. Miller, in his official capacity as Acting Commissioner for CBP (""Miller""); Jason Owens, in his official capacity as Chief of BP (""Owens""); and Juan Bernal, in his official capacity as Acting Chief Patrol Agent of the Del Rio Sector of BP (""Bernal"") (collectively, ""the Defendants""). (ECF No. 5.) As explained below, the Court [**3] GRANTS the Motion for a temporary restraining order until the parties have an opportunity to present evidence at a preliminary injunction hearing before the Court."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Miller, in his official capacity as Acting Commissioner for CBP (""Miller""); Jason Owens, in his official capacity as Chief of BP (""Owens""); and Juan Bernal, in his official capacity as Acting Chief Patrol Agent of the Del Rio Sector of BP (""Bernal"") (collectively, ""the Defendants""). (ECF No. 5.) As explained below, the Court [**3] GRANTS the Motion for a temporary restraining order until the parties have an opportunity to present evidence at a preliminary injunction hearing before the Court. II."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","II. BACKGROUND On October 24, 2023, the Plaintiff commenced this civil action against the Defendants when it filed a Complaint. (ECF No. 1.) According to the Plaintiff, this lawsuit was filed because federal officials are allegedly destroying the Plaintiff's property by cutting the Plaintiff's concertina wire located near the United States-Mexico border. (ECF No. 5 at 2; ECF No 5-1.) The Plaintiff believes that this property destruction is intended to allow migrants to enter the country. (ECF No. 5 at 2.) The Plaintiff contends that since September 20, 2023, this property destruction has accelerated. (ECF No. 5 at 2.) Pictures, video, and declarations from various officials associated with the Plaintiff detail specific instances when the federal government allegedly damaged the Plaintiff's property and consequently allowed migrants to enter. (See, e.g., ECF No. 5-1.) The Plaintiff raises numerous claims against the Defendants, including common law conversion, common law trespass to chattels, and Administrative Procedure Act [**4] violations. (ECF No. 1 at 23-28.) The Plaintiff also seeks a preliminary and permanent injunction enjoining the Defendants from interfering with the Plaintiff's property; a stay of agency action; a declaration that Defendant's actions are unlawful; and costs. (Id. at 28-29.) In the Complaint and some documents filed with the Court, the Plaintiff establishes that the wire barrier is on private property with the permission of the owners and/or municipal authority. (ECF No. 1 at ¶¶ 5, 11, 59; ECF No. 3-2 at 9.) Documents executed between the Plaintiff and the landowners provide the Plaintiff with a basis for its presence on the border properties. (ECF No. 3-2 at 9.) On October 24, 2023, the Plaintiff filed an unopposed motion for leave to exceed the page limits for its motion for a preliminary injunction, along with the preliminary injunction motion. (ECF No. 3.) On October 27, 2023, the Plaintiff filed the instant Motion. (ECF No. 5.) On October 28, 2023, the Plaintiff filed the declaration of another individual associated with the Plaintiff concerning the Defendants allegedly damaging more concertina wires. (ECF No. 8-1.) III."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","BACKGROUND On October 24, 2023, the Plaintiff commenced this civil action against the Defendants when it filed a Complaint. (ECF No. 1.) According to the Plaintiff, this lawsuit was filed because federal officials are allegedly destroying the Plaintiff's property by cutting the Plaintiff's concertina wire located near the United States-Mexico border. (ECF No. 5 at 2; ECF No 5-1.) The Plaintiff believes that this property destruction is intended to allow migrants to enter the country. (ECF No. 5 at 2.) The Plaintiff contends that since September 20, 2023, this property destruction has accelerated. (ECF No. 5 at 2.) Pictures, video, and declarations from various officials associated with the Plaintiff detail specific instances when the federal government allegedly damaged the Plaintiff's property and consequently allowed migrants to enter. (See, e.g., ECF No. 5-1.) The Plaintiff raises numerous claims against the Defendants, including common law conversion, common law trespass to chattels, and Administrative Procedure Act [**4] violations. (ECF No. 1 at 23-28.) The Plaintiff also seeks a preliminary and permanent injunction enjoining the Defendants from interfering with the Plaintiff's property; a stay of agency action; a declaration that Defendant's actions are unlawful; and costs. (Id. at 28-29.) In the Complaint and some documents filed with the Court, the Plaintiff establishes that the wire barrier is on private property with the permission of the owners and/or municipal authority. (ECF No. 1 at ¶¶ 5, 11, 59; ECF No. 3-2 at 9.) Documents executed between the Plaintiff and the landowners provide the Plaintiff with a basis for its presence on the border properties. (ECF No. 3-2 at 9.) On October 24, 2023, the Plaintiff filed an unopposed motion for leave to exceed the page limits for its motion for a preliminary injunction, along with the preliminary injunction motion. (ECF No. 3.) On October 27, 2023, the Plaintiff filed the instant Motion. (ECF No. 5.) On October 28, 2023, the Plaintiff filed the declaration of another individual associated with the Plaintiff concerning the Defendants allegedly damaging more concertina wires. (ECF No. 8-1.) III. STANDARD OF REVIEW Federal Rule of Civil Procedure 65(b) states that a court may issue a temporary [**5] restraining order without notice to the adverse party only if the ""specific facts in an affidavit or a verified complaint clearly show that immediate or irreparable injury, loss, or damage will result to the movant before the adverse party can be heard in opposition"" and ""the movant's attorney certifies in writing any efforts made to give notice and the reasons why it should not be required."" Fed."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","STANDARD OF REVIEW Federal Rule of Civil Procedure 65(b) states that a court may issue a temporary [**5] restraining order without notice to the adverse party only if the ""specific facts in an affidavit or a verified complaint clearly show that immediate or irreparable injury, loss, or damage will result to the movant before the adverse party can be heard in opposition"" and ""the movant's attorney certifies in writing any efforts made to give notice and the reasons why it should not be required."" Fed. R."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","P. 65(b). Federal Rule of Civil Procedure 65 continues: [*544] Every temporary restraining order issued without notice must state the date and hour it was issued; describe the injury and state why it is irreparable; state why the order was issued without notice; and be promptly filed in the clerk's office and entered in the record."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Federal Rule of Civil Procedure 65 continues: [*544] Every temporary restraining order issued without notice must state the date and hour it was issued; describe the injury and state why it is irreparable; state why the order was issued without notice; and be promptly filed in the clerk's office and entered in the record. The order expires at the time after entry — not to exceed 14 days — that the court sets, unless before that time the court, for good cause, extends it for a like period or the adverse party consents to a longer extension."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","The order expires at the time after entry — not to exceed 14 days — that the court sets, unless before that time the court, for good cause, extends it for a like period or the adverse party consents to a longer extension. The reasons for an extension must be entered in the record."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","The reasons for an extension must be entered in the record. Fed."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Civ. P. 65(b)(2) (cleaned up); see also Pomeroy, Inc. v."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","P. 65(b)(2) (cleaned up); see also Pomeroy, Inc. v. Norder Opportunity Saver Sys., Inc., 2010 WL 11652127, at *4 (W.D. Tex."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Norder Opportunity Saver Sys., Inc., 2010 WL 11652127, at *4 (W.D. Tex. Feb. 23, 2010)."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Feb. 23, 2010). If the Court issues a temporary restraining order, the nonmovants must receive seven days' notice before the preliminary injunction hearing is held."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","If the Court issues a temporary restraining order, the nonmovants must receive seven days' notice before the preliminary injunction hearing is held. Fed."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","P. 6(c). To succeed on a motion for a temporary restraining order, the movant [**6] must establish four elements: (1) ""a substantial likelihood that the movant will prevail on the merits""; (2) ""a substantial threat that irreparable harm will result if the injunction is not granted""; (3) ""the threatened injury outweighs the threatened harm to the defendant""; and (4) the injunction ""will not disserve the public interest."" Clark v."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","To succeed on a motion for a temporary restraining order, the movant [**6] must establish four elements: (1) ""a substantial likelihood that the movant will prevail on the merits""; (2) ""a substantial threat that irreparable harm will result if the injunction is not granted""; (3) ""the threatened injury outweighs the threatened harm to the defendant""; and (4) the injunction ""will not disserve the public interest."" Clark v. Prichard, 812 F.2d 991, 993 (5th Cir. 1987) (citation omitted)."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Prichard, 812 F.2d 991, 993 (5th Cir. 1987) (citation omitted). Elements three and four merge ""when the Government is the opposing party."" Nken v."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Elements three and four merge ""when the Government is the opposing party."" Nken v. Holder, 556 U.S. 418, 435-36, 129 S."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Ed. 2d 550 (2009). The decision whether to grant a temporary restraining order ""is within the sound discretion of the district court."" Rockwell, 2019 U.S. Dist."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","The decision whether to grant a temporary restraining order ""is within the sound discretion of the district court."" Rockwell, 2019 U.S. Dist. LEXIS 113954, 2019 WL 2745754, at *2 (citing Miss."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","LEXIS 113954, 2019 WL 2745754, at *2 (citing Miss. Power & Light Co. v."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Power & Light Co. v. United Gas Pipe Line Co., 760 F.2d 618, 621 (5th Cir. 1985))."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","United Gas Pipe Line Co., 760 F.2d 618, 621 (5th Cir. 1985)). Emergency injunctive relief is an extraordinary remedy that should not be granted when the evidence supporting it fails to support such a finding."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","Emergency injunctive relief is an extraordinary remedy that should not be granted when the evidence supporting it fails to support such a finding. See Clark, 812 F.2d at 993 (citations omitted)."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","See Clark, 812 F.2d at 993 (citations omitted). IV."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","IV. ANALYSIS The Plaintiff requests ""an order temporarily restraining Defendants from damaging, destroying, or otherwise interfering with Texas's concertina wire fence while"" the preliminary injunction motion remains pending. (ECF No. 5 at 8.) The Court shall grant the temporary relief requested, with one important exception for any medical emergency that mostly likely results in serious bodily injury or death to a person, absent any boats or other life-saving [**7] apparatus available to avoid such medical emergencies prior to reaching the concertina wire barrier."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","ANALYSIS The Plaintiff requests ""an order temporarily restraining Defendants from damaging, destroying, or otherwise interfering with Texas's concertina wire fence while"" the preliminary injunction motion remains pending. (ECF No. 5 at 8.) The Court shall grant the temporary relief requested, with one important exception for any medical emergency that mostly likely results in serious bodily injury or death to a person, absent any boats or other life-saving [**7] apparatus available to avoid such medical emergencies prior to reaching the concertina wire barrier. A."
"1-100/Texas v. U.S. Dep_t of Homeland Sec., 700 F. Supp. 3d 539","A. Likelihood of Success on the Merits The Plaintiff argues that it is likely to succeed on its common law trespass to chattels claim because ""[1] the concertina wire is state property; [2] Defendants have exercised dominion over that property absent any kind of exigency; and [3] they have continued to do so even after being put on notice of [the Plaintiff's] interest in the property."" (ECF No. 5 at 5.) Failure to prove a claim ""with certainty . . . does not foreclose"" a temporary restraining order."
